Name,Rank,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,NA_Sales_log,EU_Sales_log,JP_Sales_log,Other_Sales_log,Global_Sales_log,Is_Japan_Hit
Scooby-Doo! First Frights,2097,Wii,2009,Action,Warner Bros. Interactive Entertainment,0.88,0.05,0.0,0.07,0.99,0.6312717768418579,0.04879016416943201,0.0,0.06765864847381481,0.688134638736401,0
Grand Theft Auto: Vice City Stories,2140,PS2,2007,Action,Take-Two Interactive,0.78,0.03,0.03,0.13,0.97,0.5766133643039938,0.0295588022415444,0.0295588022415444,0.12221763272424921,0.6780335427498971,0
Assassin's Creed,2262,PC,2008,Adventure,Ubisoft,0.01,0.83,0.0,0.08,0.92,0.009950330853168083,0.6043159668533296,0.0,0.07696104113612832,0.6523251860396903,0
Disney Magical World,2263,3DS,2013,Adventure,Nintendo,0.16,0.2,0.53,0.03,0.92,0.14842000511827327,0.18232155679395462,0.4252677354043441,0.0295588022415444,0.6523251860396903,0
SoulCalibur V,2700,PS3,2012,Fighting,Namco Bandai Games,0.35,0.24,0.07,0.1,0.76,0.30010459245033805,0.2151113796169455,0.06765864847381481,0.09531017980432487,0.5653138090500605,0
Genji: Days of the Blade,2727,PS3,2006,Action,Sony Computer Entertainment,0.18,0.38,0.06,0.14,0.76,0.16551443847757338,0.32208349916911333,0.058268908123975775,0.1310282624064041,0.5653138090500605,0
Unreal Championship,2787,XB,2002,Shooter,Atari,0.59,0.12,0.0,0.03,0.74,0.46373401623214017,0.11332868530700317,0.0,0.0295588022415444,0.5538851132264376,0
F1 2011,2802,X360,2011,Racing,Codemasters,0.11,0.51,0.01,0.09,0.73,0.10436001532424277,0.412109650826833,0.009950330853168083,0.08617769624105233,0.5481214085096876,0
Just Dance Wii,2814,Wii,2011,Misc,Nintendo,0.0,0.0,0.73,0.0,0.73,0.0,0.0,0.5481214085096876,0.0,0.5481214085096876,0
NHL 10,3065,X360,2009,Sports,Electronic Arts,0.51,0.1,0.0,0.06,0.66,0.412109650826833,0.09531017980432487,0.0,0.058268908123975775,0.5068176023684519,0
Tony Hawk's Pro Skater 2x,3192,XB,2001,Sports,Activision,0.41,0.19,0.0,0.03,0.63,0.3435897043900769,0.173953307123438,0.0,0.0295588022415444,0.48858001481867097,0
Dogz,3532,DS,2006,Simulation,Ubisoft,0.51,0.02,0.0,0.04,0.57,0.412109650826833,0.019802627296179712,0.0,0.039220713153281295,0.4510756193602167,0
Daytona USA,3638,SAT,1994,Racing,Sega,0.0,0.0,0.55,0.0,0.55,0.0,0.0,0.4382549309311553,0.0,0.4382549309311553,0
Madden NFL 11,3995,PS2,2010,Sports,Electronic Arts,0.41,0.02,0.0,0.07,0.5,0.3435897043900769,0.019802627296179712,0.0,0.06765864847381481,0.4054651081081644,0
Mario & Wario,4043,SNES,1993,Puzzle,Nintendo,0.0,0.0,0.49,0.0,0.49,0.0,0.0,0.3987761199573678,0.0,0.3987761199573678,0
Spy Hunter 2,4066,PS2,2003,Racing,Midway Games,0.24,0.19,0.0,0.06,0.49,0.2151113796169455,0.173953307123438,0.0,0.058268908123975775,0.3987761199573678,0
Doom 64,4192,N64,1997,Shooter,Midway Games,0.38,0.08,0.0,0.01,0.47,0.32208349916911333,0.07696104113612832,0.0,0.009950330853168083,0.3852624007906449,0
Godzilla: Save the Earth,4222,PS2,2004,Fighting,Atari,0.23,0.18,0.0,0.06,0.47,0.20701416938432615,0.16551443847757338,0.0,0.058268908123975775,0.3852624007906449,0
NBA Live 10,4387,X360,2009,Sports,Electronic Arts,0.4,0.02,0.0,0.03,0.45,0.33647223662121295,0.019802627296179712,0.0,0.0295588022415444,0.37156355643248307,0
Monster Trucks Mayhem,4737,Wii,2009,Racing,Zoo Games,0.39,0.0,0.0,0.02,0.41,0.3293037471426004,0.0,0.0,0.019802627296179712,0.3435897043900769,0
NBA Jam,4835,X360,2010,Sports,Electronic Arts,0.27,0.1,0.0,0.03,0.4,0.23901690047049992,0.09531017980432487,0.0,0.0295588022415444,0.33647223662121295,0
Rampage: Total Destruction,4845,GC,2006,Action,Midway Games,0.31,0.08,0.0,0.01,0.4,0.27002713721306015,0.07696104113612832,0.0,0.009950330853168083,0.33647223662121295,0
Disney Sing It,4996,PS3,2008,Misc,Disney Interactive Studios,0.27,0.07,0.0,0.04,0.38,0.23901690047049992,0.06765864847381481,0.0,0.039220713153281295,0.32208349916911333,0
Saints Row: The Third,5059,PC,2011,Action,THQ,0.16,0.16,0.0,0.06,0.38,0.14842000511827327,0.14842000511827327,0.0,0.058268908123975775,0.32208349916911333,0
Dragon Ball Z: Attack of the Saiyans,5077,DS,2009,Role-Playing,Namco Bandai Games,0.13,0.02,0.21,0.01,0.38,0.12221763272424921,0.019802627296179712,0.1906203596086497,0.009950330853168083,0.32208349916911333,0
Mini Ninjas,5964,X360,2009,Action,Eidos Interactive,0.12,0.14,0.0,0.03,0.29,0.11332868530700317,0.1310282624064041,0.0,0.0295588022415444,0.2546422183735807,0
Don King Presents: Prizefighter,6685,X360,2008,Sports,Take-Two Interactive,0.14,0.08,0.0,0.02,0.25,0.1310282624064041,0.07696104113612832,0.0,0.019802627296179712,0.22314355131420976,0
NBA Courtside 2002,6765,GC,2002,Sports,Nintendo,0.19,0.05,0.0,0.01,0.25,0.173953307123438,0.04879016416943201,0.0,0.009950330853168083,0.22314355131420976,0
Last Window: The Secret of Cape West,7039,DS,2010,Adventure,Nintendo,0.0,0.12,0.09,0.02,0.23,0.0,0.11332868530700317,0.08617769624105233,0.019802627296179712,0.20701416938432615,0
Rune Factory: Tides of Destiny,7180,PS3,2011,Role-Playing,Marvelous Interactive,0.14,0.0,0.07,0.01,0.22,0.1310282624064041,0.0,0.06765864847381481,0.009950330853168083,0.1988508587451652,0
Nobunaga no Yabou: Souzou,7934,PS3,2013,Strategy,Tecmo Koei,0.0,0.0,0.19,0.0,0.19,0.0,0.0,0.173953307123438,0.0,0.173953307123438,0
Biohazard: Revival Selection,8176,PS3,2011,Action,Capcom,0.0,0.0,0.18,0.0,0.18,0.0,0.0,0.16551443847757338,0.0,0.16551443847757338,0
Lost Kingdoms,8418,GC,2002,Role-Playing,Activision,0.1,0.02,0.04,0.0,0.17,0.09531017980432487,0.019802627296179712,0.039220713153281295,0.0,0.15700374880966475,0
El Shaddai: Ascension of the Metatron,8487,X360,2011,Action,Ignition Entertainment,0.07,0.05,0.03,0.01,0.16,0.06765864847381481,0.04879016416943201,0.0295588022415444,0.009950330853168083,0.14842000511827327,0
SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,8544,PS2,2005,Adventure,Activision,0.08,0.06,0.0,0.02,0.16,0.07696104113612832,0.058268908123975775,0.0,0.019802627296179712,0.14842000511827327,0
Watch Dogs,9114,WiiU,2014,Action,Ubisoft,0.08,0.05,0.0,0.01,0.14,0.07696104113612832,0.04879016416943201,0.0,0.009950330853168083,0.1310282624064041,0
World Tour Soccer 2002,9295,PS2,2001,Sports,Sony Computer Entertainment,0.07,0.05,0.0,0.02,0.14,0.06765864847381481,0.04879016416943201,0.0,0.019802627296179712,0.1310282624064041,0
DmC: Devil May Cry,9373,XOne,2015,Action,Capcom,0.08,0.04,0.0,0.01,0.13,0.07696104113612832,0.039220713153281295,0.0,0.009950330853168083,0.12221763272424921,0
Shrek Smash n' Crash Racing,9474,GC,2006,Racing,Activision,0.1,0.03,0.0,0.0,0.13,0.09531017980432487,0.0295588022415444,0.0,0.0,0.12221763272424921,0
Backyard Baseball '09,9545,DS,2008,Sports,Atari,0.12,0.0,0.0,0.01,0.13,0.11332868530700317,0.0,0.0,0.009950330853168083,0.12221763272424921,0
High Velocity: Mountain Racing Challenge,9671,SAT,1995,Racing,Atlus,0.0,0.0,0.12,0.0,0.12,0.0,0.0,0.11332868530700317,0.0,0.11332868530700317,0
Virtua Fighter CG Portrait Series Vol.4: Pai Chan,9767,SAT,1995,Misc,Sega,0.0,0.0,0.12,0.0,0.12,0.0,0.0,0.11332868530700317,0.0,0.11332868530700317,0
SD Gundam G Generation-F.I.F,9922,PS,2001,Strategy,Namco Bandai Games,0.0,0.0,0.11,0.01,0.12,0.0,0.0,0.10436001532424277,0.009950330853168083,0.11332868530700317,0
Gun Metal,10117,XB,2002,Shooter,Rage Software,0.08,0.02,0.0,0.0,0.11,0.07696104113612832,0.019802627296179712,0.0,0.0,0.10436001532424277,0
Michael Jackson: The Experience,10253,PSV,2011,Misc,Ubisoft,0.05,0.04,0.0,0.02,0.11,0.04879016416943201,0.039220713153281295,0.0,0.019802627296179712,0.10436001532424277,0
The Godfather: Mob Wars,10294,PSP,2006,Action,Electronic Arts,0.09,0.01,0.0,0.01,0.11,0.08617769624105233,0.009950330853168083,0.0,0.009950330853168083,0.10436001532424277,0
The BIGS,10334,PSP,2007,Sports,Take-Two Interactive,0.1,0.0,0.0,0.01,0.11,0.09531017980432487,0.0,0.0,0.009950330853168083,0.10436001532424277,0
Kuroko's Basketball: Miracle Game,10397,PSP,2012,Sports,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11,0.0,0.0,0.10436001532424277,0.0,0.10436001532424277,0
Fighting Fantasy: The Warlock of Firetop Mountain,10977,DS,2009,Role-Playing,Aspyr,0.09,0.0,0.0,0.01,0.09,0.08617769624105233,0.0,0.0,0.009950330853168083,0.08617769624105233,0
Mimana Iyar Chronicle,11064,PSP,2009,Role-Playing,GungHo,0.07,0.0,0.01,0.01,0.09,0.06765864847381481,0.0,0.009950330853168083,0.009950330853168083,0.08617769624105233,0
Medabots Dual: Kabuto / Kuwagata,11606,3DS,2013,Role-Playing,Rocket Company,0.0,0.0,0.08,0.0,0.08,0.0,0.0,0.07696104113612832,0.0,0.07696104113612832,0
Captain Tsubasa,11664,PS2,2006,Sports,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08,0.0,0.0,0.07696104113612832,0.0,0.07696104113612832,0
Command & Conquer 3: Tiberium Wars,12068,PC,2007,Strategy,Electronic Arts,0.0,0.06,0.0,0.01,0.07,0.0,0.058268908123975775,0.0,0.009950330853168083,0.06765864847381481,0
Crimson Gem Saga,12327,PSP,2008,Role-Playing,Sega,0.06,0.0,0.0,0.0,0.06,0.058268908123975775,0.0,0.0,0.0,0.058268908123975775,0
Zoo Tycoon 2,12552,PC,2004,Strategy,Microsoft Game Studios,0.0,0.05,0.0,0.01,0.06,0.0,0.04879016416943201,0.0,0.009950330853168083,0.058268908123975775,0
DuckTales: Remastered,12573,WiiU,2013,Action,Capcom,0.05,0.0,0.0,0.0,0.06,0.04879016416943201,0.0,0.0,0.0,0.058268908123975775,0
Archer Maclean Presents: Pool Paradise,12620,PS2,2004,Sports,Ignition Entertainment,0.03,0.02,0.0,0.01,0.06,0.0295588022415444,0.019802627296179712,0.0,0.009950330853168083,0.058268908123975775,0
The Sims 2: University,12674,PC,2005,Simulation,Electronic Arts,0.01,0.04,0.0,0.01,0.06,0.009950330853168083,0.039220713153281295,0.0,0.009950330853168083,0.058268908123975775,0
Coraline,12793,Wii,2009,Action,D3Publisher,0.05,0.0,0.0,0.0,0.06,0.04879016416943201,0.0,0.0,0.0,0.058268908123975775,0
Baku Baku,13171,SAT,1995,Puzzle,Sega,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.04879016416943201,0.0,0.04879016416943201,0
Gray Matter,13441,X360,2011,Adventure,DTP Entertainment,0.0,0.04,0.0,0.01,0.05,0.0,0.039220713153281295,0.0,0.009950330853168083,0.04879016416943201,0
Scarface: The World is Yours,13851,PC,2006,Action,Vivendi Games,0.01,0.02,0.0,0.01,0.04,0.009950330853168083,0.019802627296179712,0.0,0.009950330853168083,0.039220713153281295,0
Detective Conan: Phantom Rhapsody,14210,3DS,2014,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,0.0,0.0,0.0295588022415444,0.0,0.0295588022415444,0
Earthworm Jim 2,14259,GBA,2002,Platform,Vivendi Games,0.02,0.01,0.0,0.0,0.03,0.019802627296179712,0.009950330853168083,0.0,0.0,0.0295588022415444,0
My Animal Centre,14735,Wii,2009,Simulation,Deep Silver,0.0,0.02,0.0,0.0,0.03,0.0,0.019802627296179712,0.0,0.0,0.0295588022415444,0
Justice League Heroes: The Flash,14835,GBA,2006,Action,Eidos Interactive,0.02,0.01,0.0,0.0,0.03,0.019802627296179712,0.009950330853168083,0.0,0.0,0.0295588022415444,0
Shakugan no Shana,14853,PS2,2006,Adventure,Media Works,0.0,0.0,0.03,0.0,0.03,0.0,0.0,0.0295588022415444,0.0,0.0295588022415444,0
Starry ? Sky: In Autumn,14874,PSP,2010,Misc,Asgard,0.0,0.0,0.03,0.0,0.03,0.0,0.0,0.0295588022415444,0.0,0.0295588022415444,0
Ken to Mahou to Gakuen Mono. 2G,14959,PS3,2010,Role-Playing,Acquire,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.019802627296179712,0.0,0.019802627296179712,0
Bomberman Fantasy Race,14993,PS,1998,Racing,Virgin Interactive,0.01,0.01,0.0,0.0,0.02,0.009950330853168083,0.009950330853168083,0.0,0.0,0.019802627296179712,0
Virtual Kasparov,15489,GBA,2002,Strategy,Titus,0.01,0.01,0.0,0.0,0.02,0.009950330853168083,0.009950330853168083,0.0,0.0,0.019802627296179712,0
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 9: CR Fever Captain Harlock,15701,PS2,2007,Misc,D3Publisher,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.019802627296179712,0.0,0.019802627296179712,0
Junjou Romanchika: Koi no Doki Doki Daisakusen,16449,PS2,2008,Adventure,Marvelous Interactive,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.009950330853168083,0.0,0.009950330853168083,0
Woody Woodpecker in Crazy Castle 5,16596,GBA,2002,Platform,Kemco,0.01,0.0,0.0,0.0,0.01,0.009950330853168083,0.0,0.0,0.0,0.009950330853168083,0
Men in Black II: Alien Escape,16597,GC,2003,Shooter,Infogrames,0.01,0.0,0.0,0.0,0.01,0.009950330853168083,0.0,0.0,0.0,0.009950330853168083,0
Saints Row: The Third,544,X360,2011,Action,THQ,1.25,1.15,0.07,0.3,2.77,0.8109302162163288,0.7654678421395714,0.06765864847381481,0.26236426446749106,1.3270750014599193,0
Dragon Age: Inquisition,860,PS4,2014,Role-Playing,Electronic Arts,0.72,0.86,0.08,0.32,1.97,0.5423242908253616,0.6205764877251099,0.07696104113612832,0.2776317365982795,1.0885619528146082,0
2 Games in 1: Disney Princess & The Lion King,1015,GBA,2004,Misc,THQ,1.25,0.46,0.0,0.03,1.75,0.8109302162163288,0.3784364357202451,0.0,0.0295588022415444,1.0116009116784799,0
Star Wars Episode I: The Phantom Menace,1016,PS,1999,Adventure,LucasArts,0.72,0.89,0.04,0.1,1.74,0.5423242908253616,0.636576829071551,0.039220713153281295,0.09531017980432487,1.007957920399979,0
StarCraft II: Heart of the Swarm,1094,PC,2013,Strategy,Activision,0.82,0.65,0.0,0.19,1.67,0.598836501088704,0.5007752879124893,0.0,0.173953307123438,0.9820784724121581,0
Baldur's Gate: Dark Alliance,1600,PS2,2001,Role-Playing,Virgin Interactive,0.61,0.48,0.0,0.16,1.24,0.4762341789963716,0.3920420877760237,0.0,0.14842000511827327,0.8064758658669485,0
Golden Sun: The Lost Age,1646,GBA,2002,Role-Playing,Nintendo,0.61,0.27,0.27,0.07,1.22,0.4762341789963716,0.23901690047049992,0.23901690047049992,0.06765864847381481,0.7975071958841881,0
Lightning Returns: Final Fantasy XIII,1871,PS3,2013,Role-Playing,Square Enix,0.31,0.22,0.45,0.12,1.1,0.27002713721306015,0.1988508587451652,0.37156355643248307,0.11332868530700317,0.7419373447293773,0
Far Cry 4,2121,X360,2014,Shooter,Ubisoft,0.45,0.44,0.0,0.08,0.98,0.37156355643248307,0.36464311358790924,0.0,0.07696104113612832,0.6830968447064438,0
Puzzler World,2638,DS,2009,Puzzle,Ubisoft,0.41,0.3,0.0,0.07,0.78,0.3435897043900769,0.26236426446749106,0.0,0.06765864847381481,0.5766133643039938,0
Need For Speed: Undercover,2667,PSP,2008,Racing,Electronic Arts,0.23,0.32,0.03,0.19,0.77,0.20701416938432615,0.2776317365982795,0.0295588022415444,0.173953307123438,0.5709795465857378,0
Ace Combat: Assault Horizon,2764,PS3,2011,Action,Namco Bandai Games,0.3,0.16,0.22,0.07,0.74,0.26236426446749106,0.14842000511827327,0.1988508587451652,0.06765864847381481,0.5538851132264376,0
Fear Effect,2855,PS,1998,Action,Eidos Interactive,0.4,0.27,0.0,0.05,0.72,0.33647223662121295,0.23901690047049992,0.0,0.04879016416943201,0.5423242908253616,0
Fire Emblem: Monsh? no Nazo,2940,SNES,1994,Role-Playing,Nintendo,0.0,0.0,0.7,0.0,0.7,0.0,0.0,0.5306282510621704,0.0,0.5306282510621704,0
Shark Tale,2973,GBA,2004,Action,Activision,0.49,0.18,0.0,0.01,0.68,0.3987761199573678,0.16551443847757338,0.0,0.009950330853168083,0.5187937934151676,0
Tiger Woods PGA Tour 12: The Masters,3229,X360,2011,Sports,Electronic Arts,0.4,0.17,0.0,0.05,0.63,0.33647223662121295,0.15700374880966475,0.0,0.04879016416943201,0.48858001481867097,0
WWE SmackDown vs. Raw 2010,3270,PSP,2009,Fighting,THQ,0.25,0.23,0.0,0.14,0.62,0.22314355131420976,0.20701416938432615,0.0,0.1310282624064041,0.4824261492442927,0
Toshochu: Run for Money,3280,3DS,2012,Adventure,Namco Bandai Games,0.0,0.0,0.62,0.0,0.62,0.0,0.0,0.4824261492442927,0.0,0.4824261492442927,0
CyberTiger,3393,PS,1998,Sports,Electronic Arts,0.33,0.22,0.0,0.04,0.59,0.2851789422336624,0.1988508587451652,0.0,0.039220713153281295,0.46373401623214017,0
Unit 13,3653,PSV,2012,Shooter,Sony Computer Entertainment,0.29,0.15,0.04,0.07,0.55,0.2546422183735807,0.13976194237515868,0.039220713153281295,0.06765864847381481,0.4382549309311553,0
Minecraft: Story Mode,3712,XOne,2015,Adventure,Mojang,0.29,0.21,0.0,0.05,0.54,0.2546422183735807,0.1906203596086497,0.0,0.04879016416943201,0.43178241642553783,0
Double Dragon,4149,2600,1989,Action,Activision,0.45,0.02,0.0,0.01,0.47,0.37156355643248307,0.019802627296179712,0.0,0.009950330853168083,0.3852624007906449,0
Super Puyo Puyo 2,4162,SNES,1995,Puzzle,Compile,0.0,0.0,0.47,0.0,0.47,0.0,0.0,0.3852624007906449,0.0,0.3852624007906449,0
ATV Offroad Fury Pro,4251,PSP,2006,Racing,Sony Computer Entertainment,0.37,0.04,0.0,0.05,0.46,0.31481073984003355,0.039220713153281295,0.0,0.04879016416943201,0.3784364357202451,0
My Spanish Coach,4447,DS,2007,Misc,Ubisoft,0.4,0.01,0.0,0.03,0.44,0.33647223662121295,0.009950330853168083,0.0,0.0295588022415444,0.36464311358790924,0
Pengo,4782,2600,1983,Adventure,Atari,0.38,0.02,0.0,0.0,0.4,0.32208349916911333,0.019802627296179712,0.0,0.0,0.33647223662121295,0
Tomb Raider: Legend,4972,X360,2006,Action,Eidos Interactive,0.27,0.08,0.01,0.03,0.39,0.23901690047049992,0.07696104113612832,0.009950330853168083,0.0295588022415444,0.3293037471426004,0
Scribblenauts: Unlimited,5057,WiiU,2012,Action,Warner Bros. Interactive Entertainment,0.26,0.09,0.0,0.03,0.38,0.23111172096338664,0.08617769624105233,0.0,0.0295588022415444,0.32208349916911333,0
Dreamworks Madagascar Kartz,5165,DS,2009,Racing,Activision,0.25,0.08,0.0,0.03,0.36,0.22314355131420976,0.07696104113612832,0.0,0.0295588022415444,0.3074846997479606,0
Wonder Pets! Save the Animals!,5262,DS,2008,Adventure,Take-Two Interactive,0.33,0.0,0.0,0.02,0.36,0.2851789422336624,0.0,0.0,0.019802627296179712,0.3074846997479606,0
Goosebumps HorrorLand,5520,DS,2008,Adventure,Scholastic Inc.,0.31,0.0,0.0,0.02,0.33,0.27002713721306015,0.0,0.0,0.019802627296179712,0.2851789422336624,0
SpongeBob SquarePants: Creature from the Krusty Krab,5531,GC,2006,Platform,THQ,0.25,0.07,0.0,0.01,0.33,0.22314355131420976,0.06765864847381481,0.0,0.009950330853168083,0.2851789422336624,0
Championship Bass,5586,PS,1999,Sports,Electronic Arts,0.18,0.12,0.0,0.02,0.32,0.16551443847757338,0.11332868530700317,0.0,0.019802627296179712,0.2776317365982795,0
Street Fighter Alpha 2,5647,SAT,1995,Fighting,Virgin Interactive,0.0,0.0,0.32,0.0,0.32,0.0,0.0,0.2776317365982795,0.0,0.2776317365982795,0
Decathlete,5870,SAT,1994,Sports,Sega,0.0,0.0,0.3,0.0,0.3,0.0,0.0,0.26236426446749106,0.0,0.26236426446749106,0
Power Pro Kun Pocket 11,6091,DS,2008,Sports,Konami Digital Entertainment,0.0,0.0,0.29,0.0,0.29,0.0,0.0,0.2546422183735807,0.0,0.2546422183735807,0
Madagascar,6225,XB,2005,Platform,Activision,0.21,0.06,0.0,0.01,0.28,0.1906203596086497,0.058268908123975775,0.0,0.009950330853168083,0.2468600779315258,0
DiRT Showdown,6896,X360,2012,Racing,Codemasters,0.08,0.14,0.0,0.02,0.24,0.07696104113612832,0.1310282624064041,0.0,0.019802627296179712,0.2151113796169455,0
Scrabble (Others sales),6910,DS,2009,Puzzle,Ubisoft,0.0,0.24,0.0,0.0,0.24,0.0,0.2151113796169455,0.0,0.0,0.2151113796169455,0
NBA Live 09 All-Play,7253,Wii,2008,Sports,Electronic Arts,0.19,0.01,0.0,0.02,0.22,0.173953307123438,0.009950330853168083,0.0,0.019802627296179712,0.1988508587451652,0
Great Phoenix Wright: Ace Attorney - Naruhodou Ryuunosuke no Bouken,7784,3DS,2015,Action,Capcom,0.0,0.0,0.19,0.0,0.19,0.0,0.0,0.173953307123438,0.0,0.173953307123438,0
SingStar Pop Vol.2,7840,PS2,2008,Misc,Sony Computer Entertainment,0.09,0.07,0.0,0.02,0.19,0.08617769624105233,0.06765864847381481,0.0,0.019802627296179712,0.173953307123438,0
Transworld Surf,7900,PS2,2002,Sports,Atari,0.09,0.07,0.0,0.02,0.19,0.08617769624105233,0.06765864847381481,0.0,0.019802627296179712,0.173953307123438,0
Dying Light,8077,PC,2015,Action,Warner Bros. Interactive Entertainment,0.11,0.06,0.0,0.02,0.18,0.10436001532424277,0.058268908123975775,0.0,0.019802627296179712,0.16551443847757338,0
Beat Down: Fists of Vengeance,8376,PS2,2005,Action,Capcom,0.04,0.03,0.09,0.01,0.17,0.039220713153281295,0.0295588022415444,0.08617769624105233,0.009950330853168083,0.15700374880966475,0
Sniper: Ghost Warrior,8654,PC,2010,Shooter,City Interactive,0.0,0.13,0.0,0.03,0.16,0.0,0.12221763272424921,0.0,0.0295588022415444,0.14842000511827327,0
Bomberman,8687,DS,2005,Puzzle,Ubisoft,0.1,0.02,0.03,0.01,0.16,0.09531017980432487,0.019802627296179712,0.0295588022415444,0.009950330853168083,0.14842000511827327,0
Dream Pinball 3D,9032,Wii,2008,Misc,SouthPeak Games,0.1,0.03,0.0,0.01,0.14,0.09531017980432487,0.0295588022415444,0.0,0.009950330853168083,0.1310282624064041,0
Kamen Rider Ryuki,9059,PS,2002,Action,Namco Bandai Games,0.0,0.0,0.13,0.01,0.14,0.0,0.0,0.12221763272424921,0.009950330853168083,0.1310282624064041,0
Sphinx and the Cursed Mummy,9122,GC,2003,Action,THQ,0.11,0.03,0.0,0.0,0.14,0.10436001532424277,0.0295588022415444,0.0,0.0,0.1310282624064041,0
"Holy Invasion of Privacy, Badman! What Did I Do to Deserve This?",9152,PSP,2007,Role-Playing,Nippon Ichi Software,0.0,0.0,0.13,0.0,0.14,0.0,0.0,0.12221763272424921,0.0,0.1310282624064041,0
Ben 10 Galactic Racing,9366,3DS,2011,Racing,D3Publisher,0.07,0.06,0.0,0.01,0.13,0.06765864847381481,0.058268908123975775,0.0,0.009950330853168083,0.12221763272424921,0
Eternal Poison (JP sales),9456,PS2,2008,Role-Playing,Banpresto,0.0,0.0,0.13,0.0,0.13,0.0,0.0,0.12221763272424921,0.0,0.12221763272424921,0
Rock Band Track Pack Volume 2,9579,PS3,2008,Misc,MTV Games,0.11,0.0,0.0,0.01,0.13,0.10436001532424277,0.0,0.0,0.009950330853168083,0.12221763272424921,0
Thor: God of Thunder,9594,DS,2011,Action,Sega,0.09,0.03,0.0,0.01,0.13,0.08617769624105233,0.0295588022415444,0.0,0.009950330853168083,0.12221763272424921,0
Ben 10 Galactic Racing,9625,Wii,2011,Racing,D3Publisher,0.08,0.03,0.0,0.01,0.13,0.07696104113612832,0.0295588022415444,0.0,0.009950330853168083,0.12221763272424921,0
Atelier Annie: Alchemists of Sera Island,9795,DS,2009,Role-Playing,Gust,0.08,0.0,0.03,0.01,0.12,0.07696104113612832,0.0,0.0295588022415444,0.009950330853168083,0.11332868530700317,0
Jikkyou Powerful Pro Yakyuu 9,9909,GC,2002,Sports,Konami Digital Entertainment,0.0,0.0,0.11,0.0,0.12,0.0,0.0,0.10436001532424277,0.0,0.11332868530700317,0
Love Live! School Idol Paradise,9938,PSV,2014,Misc,Kadokawa Games,0.0,0.0,0.12,0.0,0.12,0.0,0.0,0.11332868530700317,0.0,0.11332868530700317,0
Ping Pals,10073,DS,2004,Misc,THQ,0.1,0.0,0.0,0.01,0.11,0.09531017980432487,0.0,0.0,0.009950330853168083,0.10436001532424277,0
